Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,DNA-dependent DNA replication (GO:0006261),0.6568206916341444,2.9154428099010903,0.0,0.0,0.0,81/128,21.72%,RFC3;PSMD14;MCM4;GINS4;RPA3;GINS1;HMGA1;PSMB2;RFC5;MCM3;DBF4;PRIM2;ORC6;SSBP1;PSMB9;PSMA5;GINS2;POLE2;RFC2;PSMB3;POLD2;PSME3;PSMA3;POLB;MCM5;BLM;PRIM1;PSMA7;MGME1;PSMD13;DDX21;MCMDC2;PSME2;PSMC2;RECQL4;PSMC4;PSMD10;TOPBP1;PSMD12;POLE3;WRNIP1;MCM7;DNA2;PSMB5;CDK2AP1;MCM6;WDHD1;ORC5;POLA1;MCM2;PSMD8;PSMB4;PSMD3;PSMB1;PSMA4;MCM10;PSME1;PSMF1;PSMD11;CDT1;UBA52;PSMD1;RPA2;POLD1;LRWD1;TEFM;ORC2;GMNN;CDC6;PSMD6;CDC7;NOC3L;CDC45;MCMBP;RFC4;ORC1;PSMD5;ORC3;BAZ1A;CDK2;PSMC1
prerank,rRNA processing (GO:0006364),0.6326221268202896,2.8119951577537394,0.0,0.0,0.0,126/167,26.84%,DKC1;DDX47;NOB1;DCAF13;WDR43;WDR12;EXOSC5;WDR3;EMG1;UTP18;IMP4;MRTO4;EBNA1BP2;BYSL;FBL;LYAR;RRP9;PES1;BOP1;EXOSC4;UTP14A;NOLC1;RPL36;RRP1;RPL8;NAT10;RRP12;RPS2;RCL1;EXOSC8;PRKDC;TFB1M;RPL37;DDX27;RSL1D1;RRP1B;EXOSC7;NOL11;EIF6;RPL18;WDR74;WDR46;WDR18;PIH1D2;RPLP0;DDX10;RPL39;SRFBP1;DDX54;EXOSC1;EXOSC3;DHX37;NOC4L;PDCD11;RPS14;RPLP2;UTP15;HEATR1;DIS3;DDX52;RPL12;RPL28;RPL27A;RRP7A;IMP3;NHP2;RPL29;RPS9;NOP14;RPL35;RPL37A;DDX49;EXOSC2;RPL7A;LSM6;UTP3;UBA52;NOP56;RPL27;NOP58;RPL32;UTP20;RPS19;POP5;POP4;RPL31;MRPL1;RPL35A;TBL3;RPS24;RPL18A;WDR36;NOL6;FCF1;XRN2;RPS16;UTP6;PIH1D1;PWP2;RPS28;RIOK1;ERI1;RPL11;RPL41;RPS15;RPL23;RPF1;MAK16;BMS1;ESF1;MPHOSPH6;RPS7;RPL23A;RPL24;RRP36;RIOK2;RPL4;RPL30;RPLP1;RPL7;RPL13;WDR75;RPL13A;RPL14;RPL15;RPL19
prerank,ribosome biogenesis (GO:0042254),0.6120245520797906,2.738833137477031,0.0,0.0,0.0,129/184,23.88%,DKC1;DDX47;NIP7;NOB1;DCAF13;RAN;WDR43;WDR12;EXOSC5;WDR3;EMG1;UTP18;IMP4;MRTO4;EBNA1BP2;BYSL;NOP16;FBL;ABCE1;LYAR;RRP9;RPL26L1;URB2;PES1;BOP1;RRS1;EXOSC4;PAK1IP1;UTP14A;NOLC1;RPL36;RRP1;RPL8;RRP12;RPS2;RCL1;EXOSC8;GTF3A;RPL37;DDX27;DDX31;RRP1B;EXOSC7;NOL11;NAF1;ZNF622;MRPL22;EIF6;NOC2L;RPL18;WDR74;WDR46;WDR18;PIH1D2;RPLP0;DDX10;RPL39;MRPL36;DDX54;EXOSC1;EXOSC3;DHX37;NOC4L;RPF2;PDCD11;RPS14;RPLP2;UTP15;HEATR1;HEATR3;DIS3;DDX52;RPL12;RPL28;RPL27A;RRP7A;IMP3;RPL29;RPS9;NOP14;RPL35;RPL37A;DDX49;EXOSC2;RPL7A;NPM1;MALSU1;UTP3;UBA52;NOP56;RPL27;NOP58;RPL32;UTP20;RPS19;POP5;POP4;RPL31;CUL4A;RPL35A;TBL3;RPS24;RPL18A;WDR36;NOL6;FCF1;XRN2;RPS16;UTP6;PIH1D1;PWP2;RPS28;RIOK1;LSG1;RPL11;RPL41;RPS15;RPL23;RPF1;SURF6;BMS1;ESF1;MPHOSPH6;RPS7;RPL23A;RPL24;RRP36;RIOK2;RPL4
prerank,rRNA metabolic process (GO:0016072),0.6145434926869257,2.7196420397533223,0.0,0.0,0.0,115/154,26.84%,DKC1;DDX47;NOB1;DCAF13;WDR43;WDR12;EXOSC5;WDR3;EMG1;UTP18;IMP4;MRTO4;EBNA1BP2;BYSL;FBL;NIFK;LYAR;RRP9;PES1;BOP1;EXOSC4;UTP14A;NOLC1;RPL36;RRP1;RPL8;RRP12;RPS2;RCL1;EXOSC8;RPL37;DDX27;RRP1B;EXOSC7;NOL11;RPL18;WDR74;WDR46;WDR18;PIH1D2;RPLP0;DDX10;RPL39;DDX54;EXOSC1;EXOSC3;DHX37;NOC4L;PDCD11;RPS14;RPLP2;UTP15;HEATR1;DIS3;DDX52;RPL12;RPL28;RPL27A;RRP7A;IMP3;RPL29;RPS9;NOP14;RPL35;RPL37A;DDX49;EXOSC2;RPL7A;UTP3;UBA52;NOP56;RPL27;NOP58;RPL32;UTP20;RPS19;POP5;POP4;RPL31;DEDD2;RPL35A;TBL3;RPS24;RPL18A;WDR36;NOL6;FCF1;XRN2;RPS16;UTP6;PIH1D1;PWP2;RPS28;RPL11;RPL41;RPS15;RPL23;RPF1;BMS1;ESF1;MPHOSPH6;RPS7;RPL23A;RPL24;RRP36;RPL4;RPL30;RPLP1;RPL7;RPL13;WDR75;RPL13A;RPL14;RPL15;RPL19
prerank,pre-replicative complex assembly (GO:0036388),0.6745230329644397,2.6673381632880298,0.0,0.0,0.0,41/64,20.25%,PSMD14;MCM4;PSMB2;MCM3;ORC6;PSMB9;PSMA5;PSMB3;PSME3;PSMA3;MCM5;PSMA7;PSMD13;PSME2;PSMC2;PSMC4;PSMD10;PSMD12;MCM7;PSMB5;MCM6;ORC5;MCM2;PSMD8;PSMB4;PSMD3;PSMB1;PSMA4;PSME1;PSMF1;PSMD11;CDT1;UBA52;PSMD1;ORC2;GMNN;CDC6;PSMD6;ORC1;PSMD5;ORC3
prerank,cotranslational protein targeting to membrane (GO:0006613),0.615950685656567,2.650905545583621,0.0,0.0,0.0,68/93,28.55%,RPS21;SSR1;ARL6IP1;RPL36;RPL8;SRP72;RPS2;RPS18;SEC61A1;RPS3;TRAM1;RPL37;RPS4X;RPL18;RPLP0;RPL39;SRP9;RPS14;RPLP2;RPL12;RPL28;RPL27A;RPL29;RPS9;RPL35;RPL37A;RPL7A;UBA52;RPL27;RPL32;RPS11;RPS19;RPL31;RPL35A;RPS5;RPS24;RPL18A;SIL1;RPS16;RPS29;RPS13;RPS28;SSR2;RPL11;RPL41;RPS15;RPS8;SRP54;RPS12;RPL23;RPS7;RPL23A;RPL24;RPL4;RPL30;RPS26;RPLP1;RPL7;RPL13;RPL13A;RPL14;RPS20;RPL15;RPL19;RPS3A;RPL3;RPL34;RPL10A
prerank,DNA replication initiation (GO:0006270),0.7300330610137803,2.5980771849521123,0.0,0.0,0.0,29/38,21.67%,MCM4;RPA3;MCM3;DBF4;PRIM2;ORC6;POLE2;MCM5;PRIM1;TOPBP1;POLE3;MCM7;MCM6;ORC5;POLA1;MCM2;MCM10;CDT1;RPA2;LRWD1;ORC2;GMNN;CDC6;CDC7;NOC3L;CDC45;ORC1;ORC3;CDK2
prerank,mitochondrial translation (GO:0032543),0.6369737303936214,2.5739477122617265,0.0,0.0,0.0,67/103,22.66%,MRPL17;MRPL3;MRPL19;MRPL30;MRPS16;MRPS35;MRPS23;EARS2;MRPL14;MRPL15;MRPL37;MRPL13;MRPS12;MRPL48;MRPL47;MRPL44;MRPL57;DAP3;FASTKD2;LARS2;MRPL50;MTIF2;MRPL16;MRPL42;MRPS18B;MRPS33;MRPL52;MRPL11;CHCHD1;MRPL22;TUFM;QRSL1;MRPL9;MRPS30;MRPS34;MRPL36;MRPL4;MRPL51;GFM1;MRPL45;MRPS31;MRPS18A;MRPS22;ERAL1;MRPL18;MRPS10;MRPL54;MRPL39;GFM2;MRPL49;MRPS18C;MRPL1;MRPS2;MRPL23;NOA1;IARS2;GADD45GIP1;MRPS11;MRPL27;MRPL24;RARS2;MRPS26;MRPS15;MRPS27;MRPS7;MRPL40;MRPS5
prerank,tRNA transport (GO:0051031),0.7211329569558298,2.559652856257987,0.0,0.0,0.0,22/35,17.62%,NUP37;RAN;NUP155;RAE1;NUP93;NUP35;SEH1L;SEC13;NUP210;TOMM20;NUP43;XPOT;TOMM20L;NUP50;NUP88;NUP107;NUP205;SSB;NUP62;NUP160;NOL6;NDC1
prerank,ncRNA processing (GO:0034470),0.5618883548519513,2.5585431960581655,0.0,0.0,0.0,128/189,26.84%,DKC1;DDX47;NOB1;DCAF13;WDR43;WDR12;EXOSC5;INTS7;WDR3;EMG1;UTP18;IMP4;MRTO4;EBNA1BP2;BYSL;FBL;SMAD1;LYAR;POP1;RRP9;PES1;BOP1;EXOSC4;PUS10;UTP14A;NOLC1;RPL36;RRP1;RPL8;ADAT1;MRPL44;POP7;RRP12;RPS2;RCL1;EXOSC8;RPL37;DDX27;RRP1B;EXOSC7;NOL11;RPL18;WDR74;WDR46;WDR18;PIH1D2;RPLP0;DDX10;RPL39;DDX54;EXOSC1;EXOSC3;DHX37;NOC4L;TARBP2;PDCD11;RPS14;RPLP2;UTP15;HEATR1;DIS3;DDX52;FARS2;RPL12;RPL28;RPL27A;RRP7A;IMP3;RPL29;RPS9;NOP14;RPL35;RPL37A;SSB;DDX49;EXOSC2;RPL7A;UTP3;UBA52;NOP56;RPL27;NOP58;RPL32;UTP20;RPS19;POP5;POP4;RPL31;RPL35A;TBL3;RPS24;RPL18A;WDR36;NOL6;FCF1;XRN2;RPS16;UTP6;PIH1D1;PWP2;RPS28;INTS5;HNRNPA2B1;RPL11;RPL41;RPS15;RPL23;RPF1;BMS1;ESF1;MPHOSPH6;RPS7;RPL23A;RPL24;THG1L;RRP36;RPL4;RPL30;RPLP1;RPL7;INTS2;RPL13;WDR75;RPL13A;RPL14;LIN28A;RPL15;RPL19
